,Unnamed: 0,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
301,301,MLS Listing,,Multi-Family (2-4 Unit),137-09 132nd Ave,South Ozone Park,NY,11436,935000,4.0,3.0,South Ozone Park,2024.0,3200.0,1945.0,1,462.0,,Active,,,https://www.redfin.com/NY/Jamaica/137-09-132nd-Ave-11436/home/20709446,OneKey,3450301,N,Y,40.6700585,-73.8002055
302,302,MLS Listing,,Condo/Co-op,41-08 43rd St Unit 6A,Sunnyside,NY,11104,535000,2.0,1.0,41-08 43rd St Owners,1000.0,,1936.0,1,535.0,987.0,Active,January-7-2023 12:00 PM,January-7-2023 01:30 PM,https://www.redfin.com/NY/Queens/4108-43rd-St-11104/unit-6A/home/183630499,OneKey,3450300,N,Y,40.7465691,-73.921148
303,303,MLS Listing,,Condo/Co-op,4525 Henry Hudson Pkwy #1001,Bronx,NY,10471,424900,2.0,1.5,Briar Oaks,1250.0,,1982.0,1,340.0,1441.0,Active,January-7-2023 01:00 PM,January-7-2023 02:30 PM,https://www.redfin.com/NY/The-Bronx/4525-Henry-Hudson-Pkwy-10471/unit-1001/home/183630497,OneKey,H6224605,N,Y,40.8923453,-73.9093165
304,304,MLS Listing,,Multi-Family (2-4 Unit),139 Bionia Ave,State Island,NY,10305,870000,4.0,2.0,State Island,2112.0,4000.0,1965.0,1,412.0,,Active,,,https://www.redfin.com/NY/Staten-Island/139-Bionia-Ave-10305/home/56136769,BNYMLS,470805,N,Y,40.5943908,-74.073637
305,305,MLS Listing,,Townhouse,281 Giffords Ln,Staten Island,NY,10308,988000,4.0,2.0,Great Kills,2256.0,5406.0,1935.0,1,438.0,,Active,January-7-2023 12:00 PM,January-7-2023 03:00 PM,https://www.redfin.com/NY/Staten-Island/281-Giffords-Ln-10308/home/56098629,SIBORMLS,1159372,N,Y,40.5583619,-74.1531498
306,306,MLS Listing,,Condo/Co-op,75 Wall St Unit 24m,New York,NY,10005,1890000,2.0,2.0,Off Island,1250.0,30794.0,1987.0,1,1512.0,1449.0,Active,,,https://www.redfin.com/NY/New-York/75-Wall-St-10005/unit-24M/home/45219014,SIBORMLS,1159371,N,Y,40.7051691,-74.008024
307,307,MLS Listing,,Townhouse,180 Cannon Ave,Staten Island,NY,10314,799000,3.0,1.0,Travis,2104.0,6204.0,1965.0,1,380.0,,Active,,,https://www.redfin.com/NY/Staten-Island/180-Cannon-Ave-10314/home/56040850,SIBORMLS,1159370,N,Y,40.5940174,-74.1908986
308,308,MLS Listing,,Condo/Co-op,268-25 82nd Ave Unit 279B,New Hyde Park,NY,11040,329000,2.0,1.0,Langdale Gardens,,,1950.0,1,,935.0,Active,January-7-2023 01:00 PM,January-7-2023 03:00 PM,https://www.redfin.com/NY/Queens/26825-82nd-Ave-11040/unit-279B/home/183630176,OneKey,3450292,N,Y,40.7430235,-73.7017012
309,309,MLS Listing,,Condo/Co-op,64-11 99th St #405,Rego Park,NY,11374,409500,1.0,1.0,Sutton,,,1952.0,1,,706.0,Active,,,https://www.redfin.com/NY/Rego-Park/64-11-99th-St-11374/unit-405/home/181506584,OneKey,3450295,N,Y,40.7308066,-73.8556439
310,310,MLS Listing,,Single Family Residential,120-33 28th Ave,Flushing,NY,11354,818000,4.0,3.0,Flushing,,1800.0,1925.0,1,,,Active,January-8-2023 12:00 PM,January-8-2023 01:30 PM,https://www.redfin.com/NY/Flushing/120-33-28th-Ave-11354/home/20866360,OneKey,3450294,N,Y,40.7732914,-73.8465986
311,311,MLS Listing,,Condo/Co-op,115-25 84 Ave Unit 6F,Kew Gardens,NY,11418,249000,1.0,1.0,Rose Smith,,,1950.0,1,,621.0,Active,,,https://www.redfin.com/NY/Queens/115-25-84th-Ave-11418/unit-6F/home/177813586,OneKey,3450293,N,Y,40.7038782,-73.8360695
312,312,MLS Listing,,Single Family Residential,115-17 146 St,Jamaica,NY,11436,665000,3.0,1.5,Jamaica,,2000.0,1930.0,1,,,Active,,,https://www.redfin.com/NY/Queens/115-17-146th-St-11436/home/20718431,OneKey,3450290,N,Y,40.6831019,-73.7957592
313,313,MLS Listing,,Condo/Co-op,2011 Avenue X Unit 4B,Brooklyn,NY,11235,499000,1.0,1.0,Brooklyn,800.0,,2011.0,1,624.0,,Active,,,https://www.redfin.com/NY/Brooklyn/2011-Avenue-X-11235/unit-4B/home/40924941,BNYMLS,470816,N,Y,40.5930443,-73.949713
314,314,MLS Listing,,Multi-Family (2-4 Unit),1773 Westchester Ave,Bronx,NY,10472,899000,8.0,4.0,BRONX,2920.0,,1965.0,1,308.0,,Active,,,https://www.redfin.com/NY/The-Bronx/1773-Westchester-Ave-10472/home/44721407,OneKey,H6225241,N,Y,40.8318652,-73.8675368
315,315,MLS Listing,,Multi-Family (2-4 Unit),4309 104 St,Corona,NY,11368,1200000,8.0,2.0,Corona,2600.0,2500.0,1901.0,1,462.0,,Pre On-Market,,,https://www.redfin.com/NY/Flushing/43-09-104th-St-11368/home/20916922,OneKey,3450283,N,Y,40.747588,-73.8602049
316,316,MLS Listing,,Multi-Family (2-4 Unit),32-73 33rd St,Long Island City,NY,11106,1570000,5.0,3.0,Long Island City,2560.0,2425.0,1930.0,1,613.0,,Active,,,https://www.redfin.com/NY/Queens/32-73-33rd-St-11106/home/20954771,OneKey,3450280,N,Y,40.75929,-73.9249829
317,317,MLS Listing,,Single Family Residential,87-31 252 St,Bellerose,NY,11426,775000,3.0,2.0,Bellerose,,3300.0,1927.0,1,,,Active,January-7-2023 01:00 PM,January-7-2023 02:30 PM,https://www.redfin.com/NY/Queens/8731-252nd-St-11426/home/20795278,OneKey,3450288,N,Y,40.7297245,-73.7136169
318,318,MLS Listing,,Condo/Co-op,34-31 82 St #51,Jackson Heights,NY,11372,465000,2.0,1.0,The Colonials,1050.0,,1915.0,1,443.0,1110.0,Active,,,https://www.redfin.com/NY/Flushing/34-31-82nd-St-11372/unit-51/home/20645754,OneKey,3450289,N,Y,40.7528407,-73.8846085
319,319,MLS Listing,,Single Family Residential,187-09 Jordan Ave,Saint Albans,NY,11412,779000,4.0,4.0,Saint Albans,,4000.0,1930.0,1,,,Active,,,https://www.redfin.com/NY/Jamaica/187-09-Jordan-Ave-11412/home/20751042,OneKey,3450278,N,Y,40.6998064,-73.7677655
320,320,MLS Listing,,Condo/Co-op,138-45 Jewel Ave Unit B,Kew Garden Hills,NY,11367,429888,2.0,1.0,Joyce Gardens,,,1960.0,1,,1075.0,Active,,,https://www.redfin.com/NY/Flushing/138-45-Jewel-Ave-11367/unit-B/home/183630064,OneKey,3450287,N,Y,40.7293991,-73.8263674
321,321,MLS Listing,,Condo/Co-op,73-12 35th Ave Unit D25,Jackson Heights,NY,11372,869500,3.0,2.0,Washington Plaza,1260.0,,1940.0,1,690.0,1714.0,Active,,,https://www.redfin.com/NY/Queens/73-12-35th-Ave-11372/unit-D25/home/178755062,OneKey,3450281,N,Y,40.7501671,-73.8924608
322,322,MLS Listing,,Vacant Land,77 Woodland Ave,Staten Island,NY,10308,699000,0.0,,Great Kills,,10500.0,,1,,,Active,,,https://www.redfin.com/NY/Staten-Island/77-Woodland-Ave-10308/home/56126465,SIBORMLS,1159369,N,Y,40.5547238,-74.1546292
323,323,MLS Listing,,Single Family Residential,441 Marine Ave,Brooklyn,NY,11209,759000,2.0,2.0,Brooklyn,1248.0,1430.0,1930.0,1,608.0,,Active,,,https://www.redfin.com/NY/Brooklyn/441-Marine-Ave-11209/home/40820537,BNYMLS,470815,N,Y,40.6136061,-74.0313549
324,324,MLS Listing,,Single Family Residential,1362 E 31 St,Brooklyn,NY,11210,2900000,4.0,4.5,Brooklyn,3720.0,3150.0,2002.0,1,780.0,,Active,,,https://www.redfin.com/NY/Brooklyn/1362-E-31st-St-11210/home/40872453,BNYMLS,470768,N,Y,40.6182436,-73.9445009
325,325,MLS Listing,,Townhouse,,Staten Island,NY,10314,729000,4.0,3.0,,1575.0,4000.0,1920.0,1,463.0,,Active,,,https://www.redfin.com/NY/Staten-Island/Undisclosed-address-10314/home/56131664,SIBORMLS,1159368,N,Y,40.601235,-74.1300405
326,326,MLS Listing,,Single Family Residential,75 Parkview Loop,Staten Island,NY,10314,449000,3.0,1.5,Bulls Head,1142.0,1142.0,1980.0,1,393.0,218.0,Active,,,https://www.redfin.com/NY/Staten-Island/75-Parkview-Loop-10314/home/56086192,SIBORMLS,1159367,N,Y,40.6095572,-74.1562237
327,327,MLS Listing,,Townhouse,481 Father Capodanno Blvd,Staten Island,NY,10305,935000,3.0,3.5,South Beach,2700.0,4024.0,2004.0,1,346.0,70.0,Active,,,https://www.redfin.com/NY/Staten-Island/481-Father-Capodanno-Blvd-10305/home/181061197,SIBORMLS,1159366,N,Y,40.5862445,-74.0709774
328,328,MLS Listing,,Single Family Residential,19 Benjamin Pl,Staten Island,NY,10303,549900,3.0,2.0,Arlington,912.0,5000.0,1960.0,1,603.0,,Active,,,https://www.redfin.com/NY/Staten-Island/19-Benjamin-Pl-10303/home/56106219,SIBORMLS,1159365,N,Y,40.6375544,-74.168975
329,329,MLS Listing,,Single Family Residential,113 Purcell St,Staten Island,NY,10310,645000,3.0,1.5,Clove Lake,2112.0,5883.0,1960.0,1,305.0,,Active,,,https://www.redfin.com/NY/Staten-Island/113-Purcell-St-10310/home/56098283,SIBORMLS,1159364,N,Y,40.6280913,-74.1161734
330,330,MLS Listing,,Multi-Family (2-4 Unit),64-40 138th St,Flushing,NY,11367,1858000,8.0,3.5,Flushing,2920.0,4807.0,1945.0,1,636.0,,Active,,,https://www.redfin.com/NY/Queens/64-40-138th-St-11367/home/20830204,OneKey,3450260,N,Y,40.7377395,-73.8286956
331,331,MLS Listing,,Condo/Co-op,735 Kappock St Unit 8C,Bronx,NY,10463,385000,2.0,2.0,Riverdale,1100.0,,1957.0,1,350.0,1333.0,Active,,,https://www.redfin.com/NY/The-Bronx/735-Kappock-St-10463/unit-8C/home/92225082,OneKey,H6224966,N,Y,40.8823112,-73.9195127
332,332,MLS Listing,,Condo/Co-op,107-24 71st Rd Unit 3E,Forest Hills,NY,11375,1350000,2.0,2.0,The Wndsor,1142.0,13000.0,2005.0,1,1182.0,1070.0,Active,January-7-2023 01:00 PM,January-7-2023 03:00 PM,https://www.redfin.com/NY/Queens/10724-71st-Rd-11375/unit-3E/home/20662583,OneKey,3450262,N,Y,40.7202429,-73.8430513
333,333,MLS Listing,,Condo/Co-op,3530 Henry Hudson Pkwy Unit 5F,Bronx,NY,10463,407500,2.0,1.0,Parkway House,1050.0,,1955.0,1,388.0,917.0,Active,,,https://www.redfin.com/NY/The-Bronx/3530-Henry-Hudson-Pkwy-10463/unit-5F/home/44768748,OneKey,H6225371,N,Y,40.8865101,-73.9115947
334,334,MLS Listing,,Condo/Co-op,5650 Netherland Ave Unit 2D,Bronx,NY,10471,175000,1.0,1.0,Netherland Gardens,750.0,,1949.0,1,233.0,784.0,Active,,,https://www.redfin.com/NY/Bronx/5650-Netherland-Ave-10471/unit-2D/home/179346855,OneKey,H6224862,N,Y,40.9052538,-73.9061165
335,335,MLS Listing,,Single Family Residential,955 W Fingerboard Rd,Staten Island,NY,10304,515000,2.0,2.0,Grasmere,1344.0,1600.0,1986.0,1,383.0,291.0,Active,,,https://www.redfin.com/NY/Staten-Island/955-W-Fingerboard-Rd-10304/home/56134452,SIBORMLS,1159363,N,Y,40.6014311,-74.0875754
336,336,MLS Listing,,Condo/Co-op,1350 Ocean Pkwy Unit 6g,Brooklyn,NY,11230,399000,2.0,1.0,Midwood,1000.0,1000.0,1949.0,1,399.0,1046.0,Active,,,https://www.redfin.com/NY/Brooklyn/1350-Ocean-Pkwy-11230/unit-6G/home/40652137,SIBORMLS,1159362,N,Y,40.6157378,-73.9696944
337,337,MLS Listing,,Multi-Family (2-4 Unit),165 Battery Ave,Brooklyn,NY,11209,1388000,5.0,3.5,Brooklyn,2400.0,3143.0,1899.0,1,578.0,,Active,,,https://www.redfin.com/NY/Brooklyn/165-Battery-Ave-11209/home/40821171,BNYMLS,470811,N,Y,40.6151281,-74.0247449
338,338,MLS Listing,,Single Family Residential,14 Cypress Ave,Staten Island,NY,10301,499000,2.0,1.0,Sunnyside,784.0,4000.0,1945.0,1,636.0,,Active,,,https://www.redfin.com/NY/Staten-Island/14-Cypress-Ave-10301/home/56047354,SIBORMLS,1159361,N,Y,40.614211,-74.1088323
339,339,MLS Listing,,Multi-Family (2-4 Unit),155-34 116th Ave,Jamaica,NY,11434,659000,4.0,4.0,Jamaica,,4242.0,1960.0,1,,,Active,,,https://www.redfin.com/NY/Queens/155-34-116th-Ave-11434/home/20713076,OneKey,3450243,N,Y,40.6840553,-73.7884864
340,340,MLS Listing,,Condo/Co-op,170 Arlo Rd Unit A,Staten Island,NY,10301,269900,2.0,1.0,Grymes Hill,800.0,,1951.0,1,337.0,892.0,Active,,,https://www.redfin.com/NY/Staten-Island/170-Arlo-Rd-10301/unit-A/home/183628811,SIBORMLS,1159360,N,Y,40.6191552,-74.0957125
341,341,MLS Listing,,Multi-Family (2-4 Unit),150 Bay 38th St,Brooklyn,NY,11214,1480000,6.0,4.0,Brooklyn,2400.0,2320.0,1927.0,1,617.0,,Active,January-7-2023 01:00 PM,January-7-2023 03:00 PM,https://www.redfin.com/NY/Brooklyn/150-Bay-38th-St-11214/home/183628768,BNYMLS,470814,N,Y,40.5955425,-73.9912327
342,342,MLS Listing,,Single Family Residential,37 N North Ave,Staten Island,NY,10302,649000,3.0,1.5,Westerleigh,1368.0,4120.0,1955.0,1,474.0,,Active,,,https://www.redfin.com/NY/Staten-Island/37-North-Ave-10302/home/56138741,SIBORMLS,1159358,N,Y,40.6237949,-74.1365435
343,343,MLS Listing,,Single Family Residential,1032 Rathbun Ave Unit B,Staten Island,NY,10309,439000,2.0,1.5,Princes Bay,960.0,800.0,1987.0,1,457.0,220.0,Active,,,https://www.redfin.com/NY/Staten-Island/1032-Rathbun-Ave-10309/unit-B/home/148233609,SIBORMLS,1159359,N,Y,40.5359229,-74.2106961
344,344,MLS Listing,,Condo/Co-op,138-32 68th Dr Unit 2C,Kew Garden Hills,NY,11367,279000,1.0,1.0,Joyce Garden,700.0,,1952.0,1,399.0,622.0,Active,January-7-2023 01:00 PM,January-7-2023 03:00 PM,https://www.redfin.com/NY/Flushing/138-32-68th-Dr-11367/unit-2C/home/63686250,OneKey,3450230,N,Y,40.730375,-73.8273907
345,345,MLS Listing,,Multi-Family (2-4 Unit),1092 Lenox Rd,Brooklyn,NY,11212,1275000,9.0,4.0,Brooklyn,3198.0,2500.0,1930.0,1,399.0,,Active,,,https://www.redfin.com/NY/Brooklyn/1092-Lenox-Rd-11212/home/40772870,BNYMLS,470813,N,Y,40.6583654,-73.919577
346,346,MLS Listing,,Multi-Family (5+ Unit),62 Fillmore St,Staten Island,NY,10301,759000,8.0,2.0,New Brighton,1768.0,3740.0,1910.0,1,429.0,,Active,,,https://www.redfin.com/NY/Staten-Island/62-Fillmore-St-10301/home/56123449,SIBORMLS,1159310,N,Y,40.6446823,-74.0905701
347,347,MLS Listing,,Condo/Co-op,298 Timber Ridge Drive Dr,Staten Island,NY,10308,299000,1.0,1.0,Bay Terrace,758.0,758.0,1981.0,1,394.0,235.0,Active,,,https://www.redfin.com/NY/Staten-Island/298-Timber-Ridge-Dr-10308/home/183628354,SIBORMLS,1159356,N,Y,40.5547664,-74.1431102
348,348,MLS Listing,,Single Family Residential,248-34 Thebes Ave,Little Neck,NY,11362,950000,3.0,2.0,Little Neck,1513.0,5000.0,1950.0,1,628.0,,Active,January-7-2023 12:00 PM,January-7-2023 02:00 PM,https://www.redfin.com/NY/Queens/248-34-Thebes-Ave-11362/home/20798249,OneKey,3450229,N,Y,40.7654667,-73.73673
349,349,MLS Listing,,Multi-Family (2-4 Unit),16 Florence St,Staten  Island,NY,10308,718000,5.0,3.5,Staten  Island,2862.0,6963.0,1940.0,1,251.0,,Active,,,https://www.redfin.com/NY/Staten-Island/16-Florence-St-10308/home/56067870,BNYMLS,470727,N,Y,40.5442741,-74.1458102
